"","sim.num","sample.num","tru.rba","tru.ivb","meas.ivb"
"1",1,1,23.2151154912787,29.641361607379,31.2585529152446
"2",1,2,16.7217160277308,22.2456902365954,21.2438111790893
"3",1,3,6.51198699806108,10.6172972643065,10.3015917408122
"4",1,4,34.3366461092828,42.3082529718483,43.8564079409724
"5",2,1,25.9298397609671,32.7333026890286,29.0214664253338
"6",2,2,30.0514833671475,37.4276575935621,38.4938970343877
"7",2,3,39.4417926960067,48.1227707243812,45.6300601604152
"8",2,4,23.7289813229373,30.2266302083568,31.9299088208206
"9",3,1,16.2792130115415,21.7417004687261,21.7236911779308
"10",3,2,49.2437055285133,59.2866805563933,61.260726874533
"11",3,3,28.1452680983814,35.2565695881337,31.2774082055991
"12",3,4,8.36658260645771,12.7295929458516,14.4836316624883
"13",4,1,51.819002654178,62.2198207906356,61.7764620704899
"14",4,2,51.4856564442138,61.8401554034326,62.0100806316716
"15",4,3,24.2756924597413,30.8493080407076,30.5517818308078
"16",4,4,40.9501771865201,49.8407485040092,48.4188966239587
"17",5,1,40.9245698056979,49.8115829222072,48.3231537003489
"18",5,2,70.9515793427389,84.0109104131423,84.1126144716019
"19",5,3,28.7280381689092,35.9203168210811,36.3814646400361
"20",5,4,37.0642020602924,45.4148087247066,45.5558250347514
"21",6,1,30.2879111950941,37.6969375798339,39.5727352033611
"22",6,2,54.3133254722537,65.0607351620202,64.882454558788
"23",6,3,29.57024628437,36.8795515767312,35.5912699105657
"24",6,4,39.2339793543413,47.8860812691814,46.2754833738242
"25",7,1,36.867376805947,45.1906341753383,43.9220004841644
"26",7,2,28.2997341694876,35.4324990540861,32.6341001558454
"27",7,3,43.5495399149571,52.8012983086072,51.5193881795928
"28",7,4,30.8568709907616,38.3449555703435,38.1500788626837
"29",8,1,28.8755299363466,36.0883028887774,34.2416056745813
"30",8,2,42.4772550357595,51.5800171250108,54.347876830016
"31",8,3,38.7848536308435,47.3745485544915,45.3494244257924
"32",8,4,11.8541775518239,16.7017967560637,19.7991266280615
"33",9,1,32.5175718205088,40.2364143741558,38.9650765034923
"34",9,2,31.6800142216018,39.2824763343985,41.421678216135
"35",9,3,20.0073904032466,25.9879161768184,25.6726506820576
"36",9,4,19.2502049225864,25.1255181350642,21.5224470411538
"37",10,1,35.4406544618058,43.5656656740386,45.2050438694903
"38",10,2,21.7770290666518,28.003449962018,27.8128271689227
"39",10,3,16.9716072523613,22.5303043876553,23.214664568925
"40",10,4,10.0553430035183,14.6530102545766,12.5081848903887
"41",11,1,23.9464115925336,30.4742728844346,28.0321322866052
"42",11,2,28.8348840916338,36.0420092159838,36.7043971942291
"43",11,3,40.3467524932318,49.153476643772,50.8106212694581
"44",11,4,20.9709346102137,27.085346936462,26.6385279135141
"45",12,1,43.4380433619311,52.6743090682587,55.4016938331926
"46",12,2,39.2967287435812,47.9575498218465,50.4957606351731
"47",12,3,25.3264696545751,32.046093000655,34.2035872920305
"48",12,4,34.1073252314316,42.0470674617672,43.3050616656751
"49",13,1,20.1820233264587,26.1868147226181,26.3961779558143
"50",13,2,36.3346273220172,44.5838579977417,44.4836867026426
"51",13,3,20.3192456517552,26.3431043869649,24.7709796485476
"52",13,4,29.5527013703884,36.8595687589845,40.917013548708
"53",14,1,36.6064220730011,44.8934192175411,47.1256807986123
"54",14,2,32.4980232965655,40.2141495405074,38.1130392315634
"55",14,3,39.7027318014583,48.41996788321,45.3023063814893
"56",14,4,21.1512445290857,27.2907113087537,25.5052600388969
"57",15,1,20.6557244839034,26.7263376809834,28.2459823817428
"58",15,2,21.9356141633744,28.1840708011099,31.686739519322
"59",15,3,33.3260678575028,41.157252685083,39.1007945075492
"60",15,4,36.3216872872409,44.5691199171309,42.8869135130151
"61",16,1,42.4269938462924,51.5227720345016,55.4645152307572
"62",16,2,30.4963219211961,37.9343074273304,36.4702452146559
"63",16,3,22.2181352383058,28.5058487907811,29.8703972388289
"64",16,4,19.7737503428512,25.7218113244319,26.2483233207559
"65",17,1,15.7410968845148,21.1288119413608,22.4497420151635
"66",17,2,28.0004897973959,35.0916740289247,36.266584663206
"67",17,3,33.6454550790267,41.5210194521945,43.3872606519677
"68",17,4,22.9117538917146,29.2958472570782,27.9925564592925
"69",18,1,21.449344147716,27.6302325144829,27.2064438360028
"70",18,2,22.7054889064086,29.0609213057045,30.2289614170675
"71",18,3,20.9162263915638,27.0230368924417,29.4563675340248
"72",18,4,26.7226875570321,33.6363184020867,33.1946425922885
"73",19,1,27.6079496299127,34.6445895557092,33.1940734817288
