"","sim.num","sample.num","incr.num","sim.value"
"1",1,1,1,24.7143744864807
"2",1,1,2,21.7158564960767
"3",1,2,1,8.26754218519102
"4",1,2,2,25.1758898702706
"5",1,3,1,-7.06514188405556
"6",1,3,2,20.0891158801777
"7",1,4,1,50.6896503458772
"8",1,4,2,17.9836418726884
"9",2,1,1,31.4008794816209
"10",2,1,2,20.4588000403133
"11",2,2,1,28.3077427582699
"12",2,2,2,31.7952239760251
"13",2,3,1,58.1778854889986
"14",2,3,2,20.7056999030148
"15",2,4,1,16.1970331443662
"16",2,4,2,31.2609295015084
"17",3,1,1,-6.70135681734763
"18",3,1,2,39.2597828404307
"19",3,2,1,60.8543263861351
"20",3,2,2,37.6330846708915
"21",3,3,1,37.2724915581253
"22",3,3,2,19.0180446386374
"23",3,4,1,13.7167681039454
"24",3,4,2,3.01639710897
"25",4,1,1,51.8536550035234
"26",4,1,2,51.7843503048327
"27",4,2,1,66.9659194023619
"28",4,2,2,36.0053934860657
"29",4,3,1,26.3791264038074
"30",4,3,2,22.1722585156751
"31",4,4,1,43.0191122950285
"32",4,4,2,38.8812420780116
"33",5,1,1,62.2898329117878
"34",5,1,2,19.559306699608
"35",5,2,1,85.5778159216259
"36",5,2,2,56.325342763852
"37",5,3,1,31.2197213209769
"38",5,3,2,26.2363550168415
"39",5,4,1,26.6438853813193
"40",5,4,2,47.4845187392655
"41",6,1,1,15.5033344907309
"42",6,1,2,45.0724878994574
"43",6,2,1,50.7239559105275
"44",6,2,2,57.90269503398
"45",6,3,1,38.8831380555815
"46",6,3,2,20.2573545131586
"47",6,4,1,30.3645607474642
"48",6,4,2,48.1033979612183
"49",7,1,1,32.7560623459346
"50",7,1,2,40.9786912659594
"51",7,2,1,53.4759983983832
"52",7,2,2,3.12346994059206
"53",7,3,1,18.272405534512
"54",7,3,2,68.8266742954022
"55",7,4,1,28.7229302403414
"56",7,4,2,32.9908117411818
"57",8,1,1,30.8750272557568
"58",8,1,2,26.8760326169363
"59",8,2,1,42.8320030565301
"60",8,2,2,42.1225070149888
"61",8,3,1,32.2199795046494
"62",8,3,2,45.3497277570376
"63",8,4,1,9.52859222324941
"64",8,4,2,14.1797628803984
"65",9,1,1,40.7404026661408
"66",9,1,2,24.2947409748768
"67",9,2,1,23.9621113529709
"68",9,2,2,39.3979170902327
"69",9,3,1,1.48544459499975
"70",9,3,2,38.5293362114934
"71",9,4,1,14.7656055048889
"72",9,4,2,23.7348043402839
"73",10,1,1,30.9714649612999
"74",10,1,2,39.9098439623118
"75",10,2,1,38.1664919222852
"76",10,2,2,5.38756621101841
"77",10,3,1,16.1420692643449
"78",10,3,2,17.8011452403777
"79",10,4,1,1.16617929521659
"80",10,4,2,18.94450671182
"81",11,1,1,38.418338184545
"82",11,1,2,9.47448500052217
"83",11,2,1,43.0381070422417
"84",11,2,2,14.6316611410259
"85",11,3,1,28.4740600443817
"86",11,3,2,52.2194449420819
"87",11,4,1,10.9934345985468
"88",11,4,2,30.9484346218805
"89",12,1,1,25.5121796142877
"90",12,1,2,61.3639071095745
"91",12,2,1,56.6611564065801
"92",12,2,2,21.9323010805823
"93",12,3,1,27.5928894021463
"94",12,3,2,23.0600499070039
"95",12,4,1,17.3159839393399
"96",12,4,2,50.8986665235233
"97",13,1,1,21.6501371249577
"98",13,1,2,18.7139095279598
"99",13,2,1,13.9426301394282
"100",13,2,2,58.7266245046061
"101",13,3,1,-1.17826013342315
"102",13,3,2,41.8167514369335
"103",13,4,1,39.6643980262604
"104",13,4,2,19.4410047145164
"105",14,1,1,31.9855288396626
"106",14,1,2,41.2273153063395
"107",14,2,1,51.3449871745427
"108",14,2,2,13.6510594185883
"109",14,3,1,61.6938612404774
"110",14,3,2,17.7116023624393
"111",14,4,1,31.7936203992238
"112",14,4,2,10.5088686589476
"113",15,1,1,26.7874008141135
"114",15,1,2,14.5240481536933
"115",15,2,1,30.283105700844
"116",15,2,2,13.5881226259048
"117",15,3,1,26.1974869806947
"118",15,3,2,40.454648734311
"119",15,4,1,25.4409026794787
"120",15,4,2,47.2024718950031
"121",16,1,1,37.9627370173119
"122",16,1,2,46.8912506752729
"123",16,2,1,37.9097353954164
"124",16,2,2,23.0829084469759
"125",16,3,1,29.6851406531546
"126",16,3,2,14.751129823457
"127",16,4,1,42.4379839351401
"128",16,4,2,-2.89048324943764
"129",17,1,1,13.0664279976107
"130",17,1,2,18.4157657714189
"131",17,2,1,48.6533219019082
"132",17,2,2,7.34765769288359
"133",17,3,1,15.5843258881635
"134",17,3,2,51.70658426989
"135",17,4,1,26.3480158738357
"136",17,4,2,19.4754919095936
"137",18,1,1,19.5207508904853
"138",18,1,2,23.3779374049467
"139",18,2,1,13.2711334140425
"140",18,2,2,32.1398443987746
"141",18,3,1,35.0867114824691
"142",18,3,2,6.74574130065858
"143",18,4,1,15.1740316596382
"144",18,4,2,38.2713434544259
"145",19,1,1,28.9328356643312
"146",19,1,2,26.2830635954941
"147",19,2,1,33.0786461145843
"148",19,2,2,44.3270022361151
"149",19,3,1,37.1144421290966
"150",19,3,2,18.5285379903847
"151",19,4,1,4.85217141759367
"152",19,4,2,57.6203600580593
"153",20,1,1,55.5382914530856
"154",20,1,2,28.0306793053123
"155",20,2,1,44.5177940401534
"156",20,2,2,26.7406222500349
"157",20,3,1,11.827961879363
"158",20,3,2,34.4055674718657
"159",20,4,1,38.1254957819211
"160",20,4,2,23.0340330000356
"161",21,1,1,23.5154732870179
"162",21,1,2,27.5902712962364
"163",21,2,1,42.6497159267766
"164",21,2,2,47.1401638434322
"165",21,3,1,-3.75561585904393
"166",21,3,2,40.4700570473352
"167",21,4,1,55.5152693496378
"168",21,4,2,83.0379669390262
"169",22,1,1,27.3261593461353
"170",22,1,2,34.9068366852952
"171",22,2,1,8.97538899896676
"172",22,2,2,17.9684844464791
"173",22,3,1,39.0786642935712
"174",22,3,2,34.1205470415938
"175",22,4,1,12.661753397953
"176",22,4,2,34.0126772261764
"177",23,1,1,31.6354992581975
"178",23,1,2,33.8826037618104
"179",23,2,1,65.6244382812233
"180",23,2,2,34.978062892675
"181",23,3,1,28.378253813069
"182",23,3,2,36.0036561107224
"183",23,4,1,29.1129308620271
"184",23,4,2,10.3602188678701
"185",24,1,1,19.4220841547736
"186",24,1,2,47.6099849039493
"187",24,2,1,12.4218552975062
"188",24,2,2,57.1963220001655
"189",24,3,1,29.4716851494474
"190",24,3,2,19.4133819409399
"191",24,4,1,18.6066825994385
"192",24,4,2,27.6727657156701
"193",25,1,1,35.4293359749821
"194",25,1,2,3.16242601734263
"195",25,2,1,11.001475868832
"196",25,2,2,6.48019178058026
"197",25,3,1,20.4518068098304
"198",25,3,2,36.6002268590457
"199",25,4,1,48.8860103626564
"200",25,4,2,37.0744193197987
"201",26,1,1,11.5871854688385
"202",26,1,2,55.2609702034401
"203",26,2,1,36.863407400476
"204",26,2,2,25.4621186715286
"205",26,3,1,6.13623751182491
"206",26,3,2,44.8194956968024
"207",26,4,1,20.926024308333
"208",26,4,2,23.6157796627787
"209",27,1,1,27.3637976911547
"210",27,1,2,18.861333076351
"211",27,2,1,-32.2079039072448
"212",27,2,2,-9.56223536410386
"213",27,3,1,5.4229307076376
"214",27,3,2,8.61927634727885
"215",27,4,1,8.15123500895707
"216",27,4,2,44.00254079763
"217",28,1,1,29.2799275532166
"218",28,1,2,61.3760145754707
"219",28,2,1,35.0571701926174
"220",28,2,2,33.0643834904244
"221",28,3,1,10.5483390006883
"222",28,3,2,15.4673746400272
"223",28,4,1,21.4930127498395
"224",28,4,2,-1.00104977087357
"225",29,1,1,18.374800300882
"226",29,1,2,39.5361974839767
"227",29,2,1,49.3504200953388
"228",29,2,2,32.6318439922571
"229",29,3,1,45.369688472956
"230",29,3,2,17.0936907055745
"231",29,4,1,7.63333776307252
"232",29,4,2,42.8968764034409
"233",30,1,1,25.6897032722604
"234",30,1,2,20.8984420487382
"235",30,2,1,27.3095302204613
"236",30,2,2,29.948750126544
"237",30,3,1,8.368920763311
"238",30,3,2,34.0776025554592
"239",30,4,1,4.64316511400977
"240",30,4,2,27.0417740628085
"241",31,1,1,30.1769253263407
"242",31,1,2,26.4714399233112
"243",31,2,1,0.949856640140585
"244",31,2,2,10.313804879794
"245",31,3,1,10.1605155414282
"246",31,3,2,4.75742302423626
"247",31,4,1,46.0226615581824
"248",31,4,2,-11.4416900929002
"249",32,1,1,15.2629888214029
"250",32,1,2,22.3333520175031
"251",32,2,1,52.9094086433007
"252",32,2,2,33.801048792217
"253",32,3,1,11.0686271044314
"254",32,3,2,21.8108939741875
"255",32,4,1,30.4066168308407
"256",32,4,2,4.67753850286397
"257",33,1,1,25.1175282114717
"258",33,1,2,10.0595398995609
"259",33,2,1,33.9376638236367
"260",33,2,2,-2.71977677520364
"261",33,3,1,25.2961554315523
"262",33,3,2,49.6823157188633
"263",33,4,1,4.16078632841709
"264",33,4,2,26.0043520292297
"265",34,1,1,52.1123761379639
"266",34,1,2,37.0980748633547
"267",34,2,1,27.130703828072
"268",34,2,2,64.4447915897439
"269",34,3,1,22.0975589632568
"270",34,3,2,68.7516773834063
"271",34,4,1,5.42145777499725
"272",34,4,2,4.98366840494381
"273",35,1,1,22.4989022546457
"274",35,1,2,15.9605883429284
"275",35,2,1,64.0373972306779
"276",35,2,2,41.4609836200877
"277",35,3,1,25.3665787467881
"278",35,3,2,40.2831075732413
"279",35,4,1,20.5328301467551
"280",35,4,2,17.7313452255236
"281",36,1,1,31.352970127404
"282",36,1,2,14.6669334239395
"283",36,2,1,49.5222974304354
"284",36,2,2,55.1573326701502
"285",36,3,1,5.00104328780678
"286",36,3,2,10.7911721500252
"287",36,4,1,16.7272708021152
"288",36,4,2,39.6002970675531
"289",37,1,1,17.7301363399885
"290",37,1,2,31.7307764064943
"291",37,2,1,22.9182214946883
"292",37,2,2,35.0367276138595
"293",37,3,1,40.5652005508153
"294",37,3,2,43.2448983917656
"295",37,4,1,7.04079930284587
"296",37,4,2,30.4415786182672
"297",38,1,1,27.745383605309
"298",38,1,2,51.3330707229521
"299",38,2,1,-2.13425535141972
"300",38,2,2,17.184091243167
"301",38,3,1,32.4991670103798
"302",38,3,2,27.0088882904742
"303",38,4,1,27.9513054147319
"304",38,4,2,35.3252061563621
"305",39,1,1,45.9684687908417
"306",39,1,2,32.4899375056258
"307",39,2,1,67.6553100540182
"308",39,2,2,50.627690732114
"309",39,3,1,18.6240182511369
"310",39,3,2,18.1645516389561
"311",39,4,1,31.0561277574165
"312",39,4,2,22.4988694671378
"313",40,1,1,33.5136697570295
"314",40,1,2,-1.30804982741144
"315",40,2,1,30.8066479638013
"316",40,2,2,19.1766962962126
"317",40,3,1,26.5903933511976
"318",40,3,2,44.2357007587145
"319",40,4,1,42.5024806526049
"320",40,4,2,25.3450716066749
"321",41,1,1,36.5347543812635
"322",41,1,2,34.1406632147451
"323",41,2,1,7.4445678156665
"324",41,2,2,37.2512189895709
"325",41,3,1,-1.95062524674223
"326",41,3,2,19.2728664155924
"327",41,4,1,50.2718748967721
"328",41,4,2,35.5352242487127
"329",42,1,1,28.7736145135992
"330",42,1,2,56.8030700768443
"331",42,2,1,31.6201649214482
"332",42,2,2,43.8368539339891
"333",42,3,1,43.3640774248422
"334",42,3,2,20.5504271781919
"335",42,4,1,42.6046436233224
"336",42,4,2,25.7654638650501
"337",43,1,1,13.2787713010754
"338",43,1,2,-13.4267356217313
"339",43,2,1,5.73051963490759
"340",43,2,2,37.5691447740829
"341",43,3,1,42.3023241114289
"342",43,3,2,25.4259977930606
"343",43,4,1,59.201340218987
"344",43,4,2,38.2507369562904
"345",44,1,1,17.501244977473
"346",44,1,2,21.2221198719112
"347",44,2,1,17.6459436587777
"348",44,2,2,26.4232092484341
"349",44,3,1,39.8885106651532
"350",44,3,2,-4.30308845376996
"351",44,4,1,26.1747916902516
"352",44,4,2,2.11315242051524
"353",45,1,1,14.6152470757511
"354",45,1,2,44.6567055672078
"355",45,2,1,54.7451432692121
"356",45,2,2,26.9085213776485
"357",45,3,1,8.37491172960245
"358",45,3,2,40.2789459007902
"359",45,4,1,43.9497501655302
"360",45,4,2,61.1063248272921
"361",46,1,1,41.8737022871109
"362",46,1,2,32.3603817892903
"363",46,2,1,34.7187957643622
"364",46,2,2,30.7634536970761
"365",46,3,1,11.817530625279
"366",46,3,2,29.3110993892353
"367",46,4,1,24.5903799488578
"368",46,4,2,29.4519406676467
"369",47,1,1,50.7467819247093
"370",47,1,2,36.2588363309567
"371",47,2,1,23.5773081864943
"372",47,2,2,33.9143388765956
"373",47,3,1,25.7246117979707
"374",47,3,2,45.5038828263611
"375",47,4,1,51.6079911790665
"376",47,4,2,8.42495273497547
"377",48,1,1,35.4591232889055
"378",48,1,2,59.3738852013586
"379",48,2,1,31.2469392872965
"380",48,2,2,11.2057935613419
"381",48,3,1,14.1585463583894
"382",48,3,2,50.4455849726445
"383",48,4,1,4.94958689291344
"384",48,4,2,-4.47800651806624
"385",49,1,1,74.6217040481841
"386",49,1,2,44.9423528829043
"387",49,2,1,-2.691420498909
"388",49,2,2,12.8989989962212
"389",49,3,1,62.1131327277271
"390",49,3,2,45.1696677309167
"391",49,4,1,38.0621891049145
"392",49,4,2,16.4422450457998
"393",50,1,1,41.2361764236964
"394",50,1,2,24.9933264842278
"395",50,2,1,37.2389838129185
"396",50,2,2,19.1430983244509
"397",50,3,1,36.9604739714116
"398",50,3,2,46.9356605439003
"399",50,4,1,18.4920108200276
"400",50,4,2,14.2378487276824
"401",51,1,1,28.9543093242558
"402",51,1,2,9.3393091666249
"403",51,2,1,25.2195528038223
"404",51,2,2,32.8975425035897
"405",51,3,1,-8.1695452789967
"406",51,3,2,19.7321053313442
"407",51,4,1,38.1520639991502
"408",51,4,2,24.3536575128536
"409",52,1,1,73.1409112840155
"410",52,1,2,38.871092392056
"411",52,2,1,46.3324662189524
"412",52,2,2,20.5763419780073
"413",52,3,1,30.5534892053511
"414",52,3,2,33.8457465802848
"415",52,4,1,22.7293823361124
"416",52,4,2,48.4363046080734
"417",53,1,1,11.1950235294683
"418",53,1,2,62.5175394937592
"419",53,2,1,20.7676085114933
"420",53,2,2,54.3510074435588
"421",53,3,1,55.8962451563866
"422",53,3,2,8.12069928372266
"423",53,4,1,36.721778135713
"424",53,4,2,36.4951718563633
"425",54,1,1,46.4154173198375
